count,date
17,2005-04-01
16,2005-05-01
10,2005-06-01
7,2005-07-01
11,2005-08-01
15,2005-09-01
16,2005-10-01
15,2005-11-01
23,2005-12-01
19,2006-01-01
15,2006-02-01
18,2006-03-01
12,2006-04-01
9,2006-05-01
13,2006-06-01
22,2006-07-01
21,2006-08-01
24,2006-09-01
26,2006-10-01
27,2006-11-01
37,2006-12-01
30,2007-01-01
28,2007-02-01
34,2007-03-01
28,2007-04-01
27,2007-05-01
28,2007-06-01
35,2007-07-01
34,2007-08-01
35,2007-09-01
53,2007-10-01
49,2007-11-01
47,2007-12-01
40,2008-01-01
28,2008-02-01
33,2008-03-01
34,2008-04-01
44,2008-05-01
46,2008-06-01
39,2008-07-01
50,2008-08-01
52,2008-09-01
32,2008-10-01
29,2008-11-01
55,2008-12-01
66,2009-01-01
52,2009-02-01
53,2009-03-01
58,2009-04-01
52,2009-05-01
57,2009-06-01
57,2009-07-01
46,2009-08-01
57,2009-09-01
66,2009-10-01
56,2009-11-01
72,2009-12-01
30,2010-01-01
33,2010-02-01
33,2010-03-01
35,2010-04-01
29,2010-05-01
23,2010-06-01
26,2010-07-01
28,2010-08-01
33,2010-09-01
40,2010-10-01
37,2010-11-01
51,2010-12-01
36,2011-01-01
27,2011-02-01
32,2011-03-01
33,2011-04-01
25,2011-05-01
41,2011-06-01
39,2011-07-01
53,2011-08-01
37,2011-09-01
39,2011-10-01
41,2011-11-01
64,2011-12-01
47,2012-01-01
42,2012-02-01
49,2012-03-01
37,2012-04-01
63,2012-05-01
62,2012-06-01
46,2012-07-01
46,2012-08-01
42,2012-09-01
48,2012-10-01
53,2012-11-01
67,2012-12-01
50,2013-01-01
56,2013-02-01
49,2013-03-01
45,2013-04-01
45,2013-05-01
57,2013-06-01
49,2013-07-01
62,2013-08-01
58,2013-09-01
64,2013-10-01
61,2013-11-01
76,2013-12-01
65,2014-01-01
67,2014-02-01
61,2014-03-01
57,2014-04-01
67,2014-05-01
65,2014-06-01
57,2014-07-01
53,2014-08-01
69,2014-09-01
80,2014-10-01
66,2014-11-01
72,2014-12-01
64,2015-01-01
69,2015-02-01
53,2015-03-01
68,2015-04-01
68,2015-05-01
86,2015-06-01
88,2015-07-01
81,2015-08-01
65,2015-09-01
70,2015-10-01
88,2015-11-01
96,2015-12-01
72,2016-01-01
76,2016-02-01
98,2016-03-01
82,2016-04-01
68,2016-05-01
93,2016-06-01
93,2016-07-01
75,2016-08-01
93,2016-09-01
80,2016-10-01
122,2016-11-01
124,2016-12-01
113,2017-01-01
81,2017-02-01
120,2017-03-01
81,2017-04-01
100,2017-05-01
105,2017-06-01
109,2017-07-01
124,2017-08-01
136,2017-09-01
146,2017-10-01
173,2017-11-01
190,2017-12-01
196,2018-01-01
